Env,Date,QV2M,T2MDEW,PS,RH2M,WS2M,GWETTOP,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_PAR_TOT,T2M_MAX,T2M_MIN,T2MWET,GWETROOT,T2M,GWETPROF,ALLSKY_SFC_SW_DNI,PRECTOTCORR
INH1_2020,20201127,4.39,1.86,99.31,90.56,2.59,0.62,5.31,26.97,8.58,-1.87,2.57,0.6,3.27,0.59,3.72,0.01
INH1_2020,20201128,2.81,-4.08,99.51,72.75,2.09,0.62,10.08,49.41,8.51,-4.65,-1.56,0.6,0.97,0.59,23.86,0.09
INH1_2020,20201129,3.54,-1.24,98.92,73.19,2.65,0.62,6.58,32.64,10.34,-2.02,1.11,0.6,3.45,0.59,4.46,0.85
INH1_2020,20201130,3.05,-3.35,98.6,78.75,6.42,0.62,2.61,13.65,2.98,-3.55,-1.7,0.6,-0.05,0.59,2.3,1.32
INH1_2020,20201201,2.2,-7.24,99.12,76.0,3.95,0.62,4.82,23.27,1.04,-5.66,-5.27,0.6,-3.3,0.59,6.09,0.03
INH1_2020,20201202,2.5,-5.62,99.92,75.25,2.09,0.62,10.27,48.77,6.12,-5.21,-3.43,0.6,-1.25,0.59,25.44,0.01
INH1_2020,20201203,2.75,-4.32,99.52,71.56,3.04,0.62,7.77,38.22,7.62,-3.47,-1.83,0.6,0.65,0.59,11.92,0.01
INH1_2020,20201204,3.48,-1.3,98.88,84.25,3.38,0.62,9.7,47.7,8.26,-2.27,-0.01,0.59,1.29,0.59,24.28,0.0
INH1_2020,20201205,3.3,-2.18,99.34,84.06,1.88,0.61,5.52,27.52,4.73,-2.18,-0.92,0.59,0.33,0.59,5.15,0.0
INH1_2020,20201206,2.62,-4.85,99.1,77.44,1.19,0.61,4.79,23.56,2.12,-3.45,-3.02,0.59,-1.21,0.59,4.39,0.0
INH1_2020,20201207,2.69,-4.71,99.1,73.19,1.32,0.61,4.51,22.85,3.15,-2.49,-2.54,0.59,-0.37,0.59,3.66,0.01
INH1_2020,20201208,2.99,-3.42,99.14,76.94,2.46,0.61,3.42,17.38,4.58,-1.7,-1.52,0.59,0.37,0.59,2.19,0.0
INH1_2020,20201209,3.85,-0.03,98.63,80.75,2.82,0.61,9.02,44.27,10.65,-0.97,1.62,0.59,3.26,0.59,20.27,0.0
INH1_2020,20201210,4.82,2.97,98.88,88.56,2.7,0.61,8.85,43.2,12.7,-0.72,3.86,0.59,4.75,0.59,18.13,0.0
INH1_2020,20201211,6.35,6.87,98.54,95.25,2.74,0.63,5.23,26.7,10.82,4.04,7.16,0.59,7.46,0.59,2.63,10.24
INH1_2020,20201212,5.86,5.29,98.19,87.44,5.81,0.7,2.73,14.0,12.02,0.02,6.29,0.63,7.29,0.62,2.84,12.3
INH1_2020,20201213,3.36,-1.91,99.3,84.25,1.72,0.66,3.95,20.26,5.4,-2.4,-0.6,0.62,0.73,0.62,2.21,0.01
INH1_2020,20201214,2.2,-7.12,99.63,74.12,3.12,0.65,6.87,32.91,1.91,-5.23,-4.89,0.62,-2.67,0.62,12.67,0.0
INH1_2020,20201215,2.14,-7.53,99.82,69.25,3.11,0.65,5.92,29.53,-0.52,-4.2,-5.03,0.62,-2.54,0.62,2.37,0.01
INH1_2020,20201216,2.75,-4.34,98.91,85.44,2.8,0.65,3.0,15.12,0.04,-3.2,-3.2,0.62,-2.05,0.62,2.78,2.2
INH1_2020,20201217,2.93,-3.61,99.36,85.56,1.29,0.65,2.01,10.37,1.71,-3.5,-2.44,0.62,-1.27,0.62,2.06,0.13
INH1_2020,20201218,2.81,-4.2,99.93,80.56,3.23,0.65,4.4,21.96,2.72,-4.31,-2.65,0.62,-1.09,0.62,2.46,0.0
INH1_2020,20201219,4.03,0.59,99.15,91.5,3.85,0.65,2.25,11.85,5.68,-0.47,1.1,0.62,1.61,0.62,1.44,0.45
INH1_2020,20201220,3.3,-2.08,98.71,85.44,2.8,0.65,7.75,37.3,4.48,-1.27,-0.91,0.62,0.27,0.62,13.91,0.03
INH1_2020,20201221,3.66,-0.92,98.18,80.62,5.63,0.65,5.59,27.59,8.65,-0.39,0.72,0.62,2.36,0.62,6.13,0.07
INH1_2020,20201222,3.3,-2.03,99.4,83.69,3.38,0.64,8.44,41.16,5.87,-3.61,-0.72,0.62,0.59,0.62,16.43,0.0
INH1_2020,20201223,4.88,2.55,98.1,79.94,7.62,0.66,3.32,17.5,10.65,0.65,4.19,0.62,5.83,0.62,1.7,7.93
INH1_2020,20201224,1.28,-13.45,98.36,59.31,5.97,0.66,4.65,22.91,-0.8,-8.86,-10.26,0.63,-7.08,0.62,2.59,0.33
INH1_2020,20201225,1.1,-14.74,98.84,62.69,5.07,0.66,6.01,28.66,-6.84,-11.68,-11.91,0.62,-9.07,0.62,7.71,0.04
INH1_2020,20201226,2.2,-7.56,98.86,81.69,2.9,0.66,9.3,44.01,1.68,-9.83,-6.12,0.62,-4.67,0.62,22.31,0.0
INH1_2020,20201227,4.03,0.21,98.36,93.31,4.95,0.66,4.57,23.43,6.77,-5.08,0.69,0.62,1.18,0.62,2.18,0.84
INH1_2020,20201228,2.62,-5.08,99.81,80.56,3.72,0.66,2.09,10.62,0.03,-4.95,-3.55,0.62,-2.02,0.62,1.93,0.01
INH1_2020,20201229,2.14,-7.42,100.28,76.44,3.88,0.66,4.75,23.94,-0.15,-7.94,-5.45,0.62,-3.46,0.62,2.95,1.1
INH1_2020,20201230,3.48,-1.74,98.91,84.75,5.58,0.7,1.34,7.19,3.38,-3.77,-0.58,0.63,0.58,0.62,1.03,11.61
INH1_2020,20201231,2.26,-6.63,99.83,80.88,1.98,0.67,5.02,24.74,-0.06,-6.68,-5.09,0.64,-3.55,0.63,3.06,0.0
INH1_2021,20210101,3.42,-1.85,98.73,93.81,3.77,0.7,1.42,7.22,1.18,-4.85,-1.36,0.64,-0.88,0.63,1.94,18.08
INH1_2021,20210102,3.48,-1.34,98.98,94.31,1.97,0.7,3.1,16.33,1.92,-2.78,-0.88,0.66,-0.43,0.64,2.49,1.67
INH1_2021,20210103,3.23,-2.51,98.9,93.12,2.05,0.69,1.87,9.77,0.99,-4.99,-1.95,0.66,-1.38,0.65,1.88,3.04
INH1_2021,20210104,3.17,-2.81,98.93,94.88,1.79,0.7,7.14,34.02,2.81,-7.26,-2.46,0.66,-2.13,0.65,14.29,0.13
INH1_2021,20210105,3.05,-3.15,99.28,90.94,2.38,0.7,2.28,11.84,2.32,-4.07,-2.41,0.66,-1.67,0.65,2.05,0.01
INH1_2021,20210106,2.93,-3.48,99.99,90.88,1.34,0.7,4.84,24.28,2.54,-4.74,-2.74,0.66,-1.99,0.66,3.69,0.0
INH1_2021,20210107,2.87,-3.77,99.9,86.81,2.79,0.69,5.75,28.3,2.53,-5.97,-2.77,0.66,-1.78,0.66,4.28,0.0
INH1_2021,20210108,2.69,-4.67,99.62,86.62,3.17,0.69,6.11,29.98,1.35,-5.92,-3.56,0.66,-2.45,0.66,7.53,0.0
INH1_2021,20210109,2.26,-6.61,99.86,85.06,1.32,0.69,6.36,30.8,0.44,-8.42,-5.43,0.66,-4.25,0.66,6.43,0.0
INH1_2021,20210110,2.44,-5.82,100.05,88.5,1.73,0.69,3.69,18.47,-0.51,-7.26,-4.92,0.66,-4.02,0.66,2.23,0.0
INH1_2021,20210111,2.2,-6.92,99.9,89.31,2.89,0.69,2.9,14.73,-2.35,-7.17,-6.0,0.66,-5.08,0.66,2.73,0.0
INH1_2021,20210112,3.05,-3.22,99.36,90.88,4.73,0.69,9.51,45.72,4.65,-6.33,-2.42,0.66,-1.61,0.66,17.87,0.0
INH1_2021,20210113,3.91,0.08,98.59,89.69,4.52,0.69,7.63,37.3,6.4,-1.06,0.89,0.66,1.69,0.66,5.64,0.0
INH1_2021,20210114,4.09,0.54,97.64,95.19,4.18,0.7,5.48,27.42,4.13,-0.88,0.89,0.66,1.24,0.66,2.56,1.74
INH1_2021,20210115,3.23,-2.45,97.43,89.44,3.22,0.7,6.25,29.98,2.4,-2.89,-1.6,0.66,-0.74,0.66,7.38,0.56
INH1_2021,20210116,3.42,-1.8,97.83,93.0,3.77,0.7,3.03,15.3,2.41,-2.95,-1.24,0.66,-0.68,0.66,2.93,1.07
INH1_2021,20210117,3.05,-3.24,98.16,89.0,3.38,0.69,2.97,15.41,-0.55,-2.84,-2.38,0.66,-1.52,0.66,2.24,0.77
INH1_2021,20210118,2.69,-4.7,98.74,87.31,3.53,0.69,2.75,14.16,0.73,-5.75,-3.65,0.66,-2.6,0.66,2.68,0.07
INH1_2021,20210119,2.56,-5.49,99.49,81.88,4.23,0.69,7.41,35.29,2.62,-9.14,-4.07,0.66,-2.65,0.66,11.73,0.07
INH1_2021,20210120,1.89,-8.99,99.34,71.69,4.55,0.69,10.6,49.66,-0.63,-9.52,-6.67,0.66,-4.36,0.66,23.12,0.0
INH1_2021,20210121,2.99,-3.31,98.34,77.56,5.34,0.69,11.61,55.23,7.14,-2.94,-1.29,0.66,0.73,0.66,28.22,0.02
INH1_2021,20210122,1.59,-11.37,99.28,65.5,4.4,0.69,11.57,54.77,-1.81,-11.16,-8.55,0.66,-5.72,0.66,26.73,0.0
INH1_2021,20210123,1.77,-9.81,100.02,75.81,1.89,0.69,10.98,52.41,-0.41,-12.21,-7.82,0.66,-5.85,0.66,20.27,0.0
INH1_2021,20210124,2.75,-4.37,99.26,81.12,2.46,0.69,2.1,11.18,2.08,-3.63,-2.88,0.66,-1.41,0.66,1.54,0.11
INH1_2021,20210125,2.87,-3.93,98.64,86.5,4.39,0.69,4.23,22.38,1.43,-4.19,-2.85,0.66,-1.76,0.66,2.66,2.52
INH1_2021,20210126,3.05,-3.09,98.38,88.06,3.38,0.69,2.68,14.2,1.27,-5.38,-2.13,0.66,-1.18,0.66,2.66,1.38
INH1_2021,20210127,1.95,-8.48,99.94,82.81,3.32,0.69,5.21,27.34,-2.57,-9.03,-7.03,0.66,-5.6,0.66,2.16,0.19
INH1_2021,20210128,1.65,-10.17,100.76,76.5,2.66,0.69,10.39,49.64,-1.33,-9.45,-8.2,0.66,-6.24,0.66,18.89,0.0
INH1_2021,20210129,1.83,-9.14,100.21,72.81,2.23,0.69,10.35,50.65,1.38,-9.55,-6.91,0.66,-4.67,0.65,15.06,0.0
INH1_2021,20210130,2.75,-4.5,99.1,82.0,5.96,0.69,3.96,20.93,1.62,-4.38,-3.07,0.66,-1.65,0.65,2.44,14.68
INH1_2021,20210131,3.6,-1.11,98.32,94.38,5.21,0.7,2.38,13.17,0.62,-2.43,-0.7,0.66,-0.29,0.66,1.54,4.97
INH1_2021,20210201,2.62,-5.01,99.32,88.56,4.73,0.7,8.42,41.12,0.17,-6.97,-4.07,0.66,-3.13,0.66,15.27,0.03
INH1_2021,20210202,2.5,-5.73,99.51,92.31,3.74,0.7,5.2,25.95,0.71,-7.87,-5.01,0.66,-4.29,0.66,3.66,0.02
INH1_2021,20210203,2.38,-6.24,99.28,92.0,2.06,0.7,13.64,65.81,1.05,-8.95,-5.52,0.66,-4.79,0.66,28.69,0.03
INH1_2021,20210204,3.05,-3.41,97.84,89.31,6.59,0.71,4.79,25.3,2.58,-6.57,-2.56,0.67,-1.71,0.66,2.17,3.99
INH1_2021,20210205,1.46,-11.73,98.2,78.38,6.52,0.7,10.3,49.66,-4.43,-13.53,-10.06,0.67,-8.38,0.66,15.27,0.02
INH1_2021,20210206,1.16,-14.23,99.19,82.0,2.86,0.7,13.76,66.01,-5.26,-18.13,-12.81,0.67,-11.41,0.66,23.24,0.76
INH1_2021,20210207,0.73,-19.3,99.72,76.38,2.68,0.7,14.38,68.58,-11.99,-22.95,-17.72,0.67,-16.14,0.66,26.52,0.24
INH1_2021,20210208,1.34,-12.99,99.81,80.44,1.34,0.7,9.42,43.48,-5.66,-14.38,-11.52,0.67,-10.06,0.66,4.42,0.62
INH1_2021,20210209,1.65,-10.45,99.94,86.31,2.32,0.7,11.74,56.52,-3.29,-12.36,-9.3,0.67,-8.15,0.66,9.26,0.43
INH1_2021,20210210,1.65,-10.31,99.98,86.25,2.97,0.7,6.53,34.08,-5.93,-10.05,-9.19,0.66,-8.07,0.66,2.92,0.71
INH1_2021,20210211,1.59,-10.73,100.05,80.69,3.72,0.7,11.76,59.27,-4.85,-10.15,-9.2,0.66,-7.67,0.66,6.78,0.1
INH1_2021,20210212,1.71,-9.96,99.94,81.31,2.63,0.7,11.99,58.83,-2.6,-10.72,-8.47,0.66,-6.98,0.66,9.38,0.04
INH1_2021,20210213,1.71,-10.28,99.74,87.94,3.6,0.7,9.63,46.99,-4.81,-15.04,-9.27,0.66,-8.27,0.66,3.62,0.15
INH1_2021,20210214,1.04,-15.34,100.2,83.88,4.18,0.7,13.01,63.68,-8.31,-17.95,-14.15,0.66,-12.95,0.66,13.09,0.34
INH1_2021,20210215,1.28,-12.99,99.46,88.62,5.44,0.7,8.89,44.39,-9.53,-12.15,-12.06,0.66,-11.13,0.66,3.08,9.48
INH1_2021,20210216,1.28,-13.02,99.23,91.5,3.2,0.7,14.77,72.07,-8.0,-15.6,-12.27,0.66,-11.52,0.66,22.38,0.19
INH1_2021,20210217,1.4,-12.12,100.05,90.19,1.76,0.7,9.63,48.45,-5.32,-15.74,-11.27,0.66,-10.42,0.66,3.24,0.19
INH1_2021,20210218,1.71,-10.23,99.89,91.81,2.52,0.7,13.68,64.27,-4.08,-13.28,-9.46,0.66,-8.7,0.66,7.81,0.82
INH1_2021,20210219,1.46,-11.82,99.99,93.06,3.05,0.7,16.19,78.26,-6.28,-15.1,-11.14,0.66,-10.46,0.66,26.86,0.01
INH1_2021,20210220,2.08,-7.9,100.13,92.81,2.02,0.7,16.38,79.8,-1.0,-12.99,-7.22,0.66,-6.54,0.66,23.58,0.0
INH1_2021,20210221,2.87,-4.39,99.4,92.38,5.09,0.72,13.02,65.16,1.58,-10.2,-3.75,0.67,-3.1,0.66,5.46,2.05
INH1_2021,20210222,3.42,-1.74,98.37,85.19,5.91,0.73,13.84,64.68,3.9,-2.6,-0.6,0.68,0.55,0.67,9.97,0.23
INH1_2021,20210223,3.85,-0.1,98.39,80.31,4.06,0.73,17.48,86.41,9.28,-0.39,1.55,0.69,3.19,0.68,33.32,0.0
INH1_2021,20210224,4.46,1.94,98.67,85.12,4.8,0.73,10.89,54.91,11.62,-2.63,3.14,0.69,4.34,0.68,10.62,0.0
INH1_2021,20210225,3.11,-2.63,100.03,76.19,1.93,0.72,16.27,79.9,7.69,-2.31,-0.5,0.69,1.63,0.68,23.28,0.0
INH1_2021,20210226,3.17,-2.63,99.34,74.19,4.01,0.71,15.55,75.49,9.06,-3.77,-0.24,0.69,2.15,0.68,16.31,0.55
INH1_2021,20210227,4.94,3.4,99.0,85.38,2.6,0.72,15.5,76.26,13.27,2.22,4.69,0.69,5.99,0.68,15.94,0.76
INH1_2021,20210228,6.53,6.83,98.42,90.25,4.69,0.74,8.98,47.5,16.05,0.82,7.51,0.7,8.21,0.69,6.39,8.72
INH1_2021,20210301,2.38,-6.24,99.65,72.38,3.77,0.72,16.69,80.8,5.08,-5.7,-3.74,0.7,-1.25,0.69,27.66,0.0
INH1_2021,20210302,2.38,-6.37,99.73,68.12,3.21,0.72,17.25,84.13,6.05,-5.73,-3.52,0.7,-0.67,0.69,29.18,0.0
INH1_2021,20210303,3.97,0.27,98.99,78.31,3.3,0.71,17.05,84.51,14.3,-1.87,2.19,0.69,4.1,0.69,28.4,0.0
INH1_2021,20210304,2.81,-4.02,99.78,76.19,3.75,0.71,17.77,87.43,6.82,-4.66,-1.96,0.69,0.09,0.69,30.86,0.0
INH1_2021,20210305,2.5,-5.38,100.01,69.25,2.32,0.71,18.86,92.37,8.76,-4.88,-2.45,0.69,0.48,0.68,32.48,0.0
INH1_2021,20210306,2.93,-3.46,100.03,73.19,1.7,0.71,19.0,93.48,9.73,-4.17,-0.97,0.68,1.52,0.68,32.88,0.0
INH1_2021,20210307,2.81,-4.13,100.28,67.44,1.73,0.7,18.89,91.63,9.94,-4.88,-1.13,0.68,1.89,0.68,28.5,0.0
INH1_2021,20210308,4.94,3.28,100.08,72.06,4.48,0.7,17.92,88.81,18.61,0.79,5.94,0.68,8.6,0.68,24.93,0.0
INH1_2021,20210309,5.8,5.9,99.82,78.31,4.07,0.7,15.32,75.91,17.68,3.06,7.9,0.68,9.9,0.67,14.36,0.0
INH1_2021,20210310,8.12,10.54,99.08,80.81,7.8,0.7,10.0,53.41,17.76,8.97,12.19,0.67,13.83,0.67,4.55,0.39
INH1_2021,20210311,7.02,7.9,99.15,76.81,5.24,0.71,10.29,55.21,16.97,2.97,10.06,0.68,12.22,0.67,9.29,3.83
INH1_2021,20210312,3.78,-0.02,100.22,70.75,2.17,0.7,16.38,82.02,13.57,-0.79,2.94,0.68,5.9,0.67,13.87,0.0
INH1_2021,20210313,2.99,-3.15,100.25,55.75,1.66,0.7,16.08,79.67,13.37,-3.01,1.39,0.67,5.93,0.67,14.42,0.0
INH1_2021,20210314,3.54,-1.16,99.9,58.44,3.81,0.7,10.84,57.27,13.83,1.43,2.79,0.67,6.73,0.67,4.38,0.0
INH1_2021,20210315,2.93,-4.06,99.26,72.94,6.52,0.7,4.24,23.36,3.58,-2.48,-1.75,0.67,0.55,0.67,3.81,9.24
INH1_2021,20210316,4.33,1.51,98.84,90.19,1.69,0.72,7.84,42.03,6.3,-0.19,2.26,0.68,3.01,0.67,5.76,0.89
INH1_2021,20210317,5.86,5.39,98.6,88.12,2.8,0.73,11.94,61.94,13.64,-0.52,6.4,0.68,7.41,0.68,6.5,5.4
INH1_2021,20210318,4.52,1.68,98.47,83.19,8.31,0.79,3.5,20.86,8.82,-1.62,2.99,0.72,4.31,0.7,1.63,29.11
INH1_2021,20210319,2.44,-5.7,100.35,62.94,4.53,0.75,22.65,109.69,9.43,-4.2,-2.14,0.73,1.41,0.71,38.51,0.0
INH1_2021,20210320,3.23,-2.42,100.51,65.94,2.41,0.74,19.89,98.16,13.93,-4.48,0.84,0.72,4.12,0.71,27.64,0.0
INH1_2021,20210321,4.21,1.2,99.93,65.12,2.94,0.73,22.29,107.92,17.85,-1.6,4.77,0.71,8.34,0.7,33.88,0.0
INH1_2021,20210322,6.23,6.63,99.29,75.62,2.99,0.73,15.43,79.23,17.11,4.25,8.87,0.71,11.12,0.7,8.66,0.02
INH1_2021,20210323,8.18,10.58,98.5,82.31,5.13,0.73,7.99,43.29,17.96,9.44,12.13,0.7,13.67,0.7,3.67,1.55
INH1_2021,20210324,7.63,9.58,98.18,77.62,5.66,0.73,16.34,84.1,18.94,6.49,11.73,0.7,13.88,0.7,16.67,0.26
INH1_2021,20210325,7.14,8.43,98.16,89.12,3.41,0.77,6.87,38.5,15.92,5.59,9.31,0.71,10.19,0.7,2.53,21.09
INH1_2021,20210326,5.37,4.67,98.94,84.62,2.93,0.77,8.55,46.35,11.5,3.56,5.92,0.73,7.16,0.72,5.88,1.28
INH1_2021,20210327,7.57,9.39,98.66,80.44,3.7,0.76,20.82,105.47,21.69,5.19,11.3,0.73,13.19,0.72,26.53,10.25
INH1_2021,20210328,4.15,0.42,98.75,71.56,6.11,0.77,8.45,44.62,10.69,-1.14,3.01,0.74,5.6,0.73,5.51,4.2
INH1_2021,20210329,3.97,0.03,99.32,66.19,3.81,0.76,23.24,116.42,15.5,-2.56,3.36,0.73,6.69,0.73,34.72,0.0
INH1_2021,20210330,6.41,6.73,98.57,69.81,6.41,0.75,20.01,100.46,20.79,5.31,9.66,0.73,12.6,0.73,15.7,1.72
INH1_2021,20210331,2.87,-3.95,99.55,56.5,5.47,0.74,23.08,113.43,8.5,-0.76,0.3,0.73,4.55,0.73,34.13,0.47
INH1_2021,20210401,2.26,-6.56,100.38,68.81,4.39,0.74,18.49,91.77,3.78,-5.59,-3.76,0.73,-0.95,0.72,16.29,0.01
INH1_2021,20210402,2.32,-6.35,100.51,59.81,1.73,0.74,25.2,123.03,9.31,-5.6,-2.3,0.72,1.75,0.72,39.86,0.0
INH1_2021,20210403,4.52,1.79,99.72,63.88,5.37,0.73,23.54,117.13,18.48,-0.6,5.33,0.72,8.87,0.71,31.52,0.0
INH1_2021,20210404,7.2,8.88,99.4,75.88,2.38,0.73,22.81,115.73,23.19,4.98,11.29,0.71,13.7,0.71,26.9,0.0
INH1_2021,20210405,8.42,11.15,98.93,73.12,3.92,0.73,18.42,95.48,24.58,9.74,13.77,0.7,16.4,0.7,12.49,0.01
INH1_2021,20210406,9.83,13.49,98.69,77.56,3.68,0.72,19.62,101.86,25.16,11.15,15.67,0.7,17.85,0.7,13.09,0.02
INH1_2021,20210407,11.41,15.73,98.38,82.94,4.09,0.72,16.83,89.02,24.94,13.5,17.36,0.7,19.0,0.7,12.95,0.69
INH1_2021,20210408,9.28,12.24,97.72,79.94,5.61,0.73,9.93,55.29,19.96,10.07,14.1,0.7,15.96,0.7,4.34,4.2
INH1_2021,20210409,7.87,10.06,97.93,72.62,4.7,0.72,19.94,103.79,22.96,10.21,12.77,0.7,15.48,0.7,20.08,0.11
INH1_2021,20210410,8.97,11.71,97.37,84.88,3.09,0.75,7.95,44.84,19.62,8.17,13.02,0.7,14.33,0.7,3.14,10.42
INH1_2021,20210411,6.65,7.4,96.97,82.44,4.38,0.75,11.36,62.22,13.86,7.55,8.9,0.71,10.41,0.7,5.04,4.93
INH1_2021,20210412,6.16,6.5,98.3,71.88,4.11,0.73,20.69,106.21,19.12,6.38,9.32,0.71,12.15,0.7,21.93,0.2
INH1_2021,20210413,4.64,2.62,99.28,64.06,2.99,0.73,25.97,130.29,16.07,3.55,6.26,0.7,9.9,0.7,36.15,0.0
INH1_2021,20210414,4.21,1.15,99.22,65.25,3.34,0.72,25.77,129.41,13.86,2.65,4.58,0.7,8.03,0.7,32.59,0.0
INH1_2021,20210415,4.39,1.81,98.98,72.19,3.17,0.72,18.66,95.86,13.74,0.29,4.4,0.7,6.99,0.7,14.65,0.0
INH1_2021,20210416,5.0,3.54,98.79,71.12,2.3,0.71,24.66,124.97,16.12,1.65,6.23,0.7,8.94,0.69,28.06,0.0
INH1_2021,20210417,4.52,2.19,98.71,73.81,2.34,0.71,18.21,94.1,13.3,2.68,4.54,0.69,6.88,0.69,9.65,0.0
INH1_2021,20210418,4.27,1.08,98.66,58.5,1.07,0.71,19.5,99.31,16.89,2.44,5.26,0.69,9.46,0.69,10.9,0.01
INH1_2021,20210419,5.07,3.74,98.59,71.75,4.43,0.7,19.22,98.71,17.15,3.48,6.46,0.68,9.19,0.68,15.63,0.69
INH1_2021,20210420,3.85,-0.06,99.06,84.94,2.62,0.73,4.51,27.21,5.19,-1.32,1.1,0.69,2.26,0.69,2.03,7.85
INH1_2021,20210421,3.11,-2.72,99.3,70.25,2.62,0.72,17.28,88.55,8.48,-2.7,0.09,0.7,2.9,0.69,11.34,0.75
INH1_2021,20210422,3.54,-1.21,99.31,64.56,3.04,0.71,23.94,118.19,12.82,-1.54,2.37,0.69,5.95,0.69,27.29,0.18
INH1_2021,20210423,5.0,3.48,99.13,70.25,3.12,0.71,21.93,110.67,15.46,2.2,6.3,0.69,9.12,0.68,18.0,0.0
INH1_2021,20210424,7.14,8.76,98.51,88.38,1.51,0.71,6.72,38.63,13.88,7.31,9.69,0.69,10.6,0.68,2.58,1.48
INH1_2021,20210425,4.09,0.55,99.14,64.81,3.59,0.7,25.55,129.47,14.35,3.17,4.11,0.68,7.66,0.68,26.5,0.13
INH1_2021,20210426,6.29,6.12,98.8,61.88,5.2,0.7,26.8,136.72,22.83,2.63,9.97,0.68,13.83,0.68,33.46,0.0
INH1_2021,20210427,11.11,15.33,98.34,74.25,5.95,0.69,24.62,125.65,27.05,14.05,17.94,0.67,20.55,0.67,22.86,0.0
INH1_2021,20210428,13.18,18.08,98.47,93.44,3.16,0.74,5.98,34.98,21.63,16.12,18.62,0.68,19.16,0.67,2.31,21.71
INH1_2021,20210429,8.3,10.87,98.32,83.56,3.7,0.76,12.45,69.23,18.1,10.81,12.34,0.71,13.81,0.7,7.85,9.81
INH1_2021,20210430,5.19,3.91,99.36,68.25,4.08,0.73,28.73,145.09,16.03,2.65,7.02,0.7,10.12,0.7,39.8,0.0
INH1_2021,20210501,6.41,5.79,98.84,61.19,5.31,0.71,27.45,141.52,23.23,2.35,9.86,0.7,13.93,0.7,34.22,0.0
INH1_2021,20210502,9.95,13.65,98.09,75.5,5.28,0.71,20.08,107.11,24.69,14.06,16.03,0.69,18.4,0.69,10.33,3.34
INH1_2021,20210503,11.23,15.36,97.72,88.31,2.54,0.73,9.67,56.25,21.52,13.4,16.37,0.7,17.38,0.69,3.94,3.68
INH1_2021,20210504,8.06,10.15,98.28,85.19,3.59,0.73,9.74,56.48,16.4,6.69,11.38,0.7,12.62,0.69,3.73,2.34
INH1_2021,20210505,4.82,3.02,99.22,64.88,3.52,0.71,28.04,141.95,16.29,5.58,6.66,0.7,10.3,0.69,34.48,0.0
INH1_2021,20210506,5.19,3.99,99.19,71.44,3.03,0.73,9.19,51.68,16.14,4.33,6.59,0.69,9.19,0.69,4.55,5.35
INH1_2021,20210507,4.58,2.47,98.98,65.5,3.52,0.71,21.67,109.96,18.08,2.03,6.04,0.69,9.62,0.69,21.44,0.67
INH1_2021,20210508,4.52,2.14,99.25,69.56,1.88,0.72,24.76,126.23,15.25,0.18,5.18,0.69,8.22,0.69,25.1,6.74
INH1_2021,20210509,4.76,2.78,98.5,88.25,5.1,0.83,8.1,46.98,8.77,2.08,3.69,0.74,4.6,0.72,4.06,42.13
INH1_2021,20210510,5.25,4.29,99.35,78.69,2.5,0.77,21.88,112.49,16.48,1.0,6.25,0.75,8.22,0.73,19.34,2.07
INH1_2021,20210511,4.09,0.89,99.97,64.44,3.2,0.76,27.29,138.34,13.76,2.37,4.4,0.74,7.9,0.73,29.27,0.35
INH1_2021,20210512,4.46,2.12,100.28,67.06,2.59,0.75,30.47,152.55,16.54,0.08,5.45,0.73,8.78,0.73,41.77,0.12
INH1_2021,20210513,4.21,1.37,100.17,51.44,1.21,0.74,27.75,139.6,19.29,2.53,6.83,0.73,12.27,0.72,32.32,0.0
INH1_2021,20210514,4.76,2.68,99.91,45.56,1.02,0.73,29.18,147.12,21.24,8.94,8.87,0.72,15.05,0.71,35.99,0.0
INH1_2021,20210515,6.77,7.9,99.64,62.44,2.1,0.73,16.37,87.33,21.46,8.86,11.7,0.71,15.5,0.71,7.15,0.06
INH1_2021,20210516,8.54,11.47,99.49,73.25,1.24,0.73,22.33,116.92,21.66,11.35,14.01,0.7,16.55,0.7,13.17,0.74
INH1_2021,20210517,9.46,13.03,99.51,86.81,3.27,0.76,7.78,46.38,18.42,12.87,14.17,0.72,15.31,0.71,2.82,9.85
INH1_2021,20210518,10.99,15.3,99.6,85.69,3.71,0.74,12.82,72.57,23.04,12.56,16.6,0.72,17.89,0.71,4.32,0.78
INH1_2021,20210519,12.45,17.37,99.67,84.38,3.35,0.74,14.09,77.6,25.25,16.06,18.81,0.71,20.25,0.71,4.73,1.61
INH1_2021,20210520,13.12,18.19,99.81,78.38,2.9,0.73,24.02,125.72,27.99,17.65,20.33,0.71,22.48,0.7,14.02,0.01
INH1_2021,20210521,12.21,17.06,100.12,73.69,2.87,0.72,24.7,129.68,27.88,17.0,19.73,0.7,22.39,0.7,13.89,0.0
INH1_2021,20210522,11.29,15.85,100.04,73.44,1.97,0.71,23.06,122.8,27.02,16.47,18.47,0.7,21.08,0.7,18.98,0.01
INH1_2021,20210523,13.37,18.45,99.6,76.12,1.98,0.7,18.75,102.73,28.55,16.71,20.83,0.69,23.2,0.69,8.55,0.0
INH1_2021,20210524,12.88,17.83,99.35,70.94,2.16,0.7,21.16,112.71,30.36,18.66,20.89,0.68,23.95,0.68,11.62,0.0
